AC voltage grade,Rated power(VA),Battery voltage,Inverter voltage,Grid voltage,BUS voltage,Control current,Inverter current,Grid current,Battery voltage,PInverter,PGrid,PLoad,Load percent,SInverter,SGrid,Sload,Qinverter,Qgrid,Qload,Inverter frequency,Grid frequency,Inverter max number,Combine type,Inverter number,AC radiator temperature,Transformer temperature,DC radiator temperature,Batt power,Batt current,Batt voltage grade,Rated power(W),Communication Protocal Edition,PV voltage,Battery voltage,Charger current,Charger power,Radiator temperature,External temperature,BattVol Grade,Rated Current,MachineType,SerialNumber,Hardware,Software,ProtocalEdition,WorkState,InverterRelayState,GridRelayState,LoadRelayState,NLineRelayState,DcRelayState,EarthRelayState,AccumulatedChargerPower,AccumulatedDischargerPower,AccumulatedBuyPower,AccumulatedSellPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvsellPower,AccumulatedGridChargerPower,Errs,ChrWorkstate,MpptState,ChargingState,BatteryRelay,PvRelay,ChrHardware,ChrSoftware,AccumulatedPvPower,Id,RecordTime,
"120,10000,""54,2"",238,234,0,0,0,0,""2,7"",775,0,563,6,0,0,662,0,0,0,60,60,0,0,0,25,0,0,102,1,48,10000,10414,""185,7"",""54,7"",""2,7"",154,36,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,3KWH"",0KWH,""310,8KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,6KWH"",11,13/1/2026 13:23:39,"
"120,10000,""54,2"",238,235,0,0,0,0,""3,2"",840,0,617,7,0,0,712,0,0,0,60,60,0,0,0,25,0,0,70,1,48,10000,10414,""184,6"",""54,7"",""4,6"",253,37,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,3KWH"",0KWH,""310,8KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,6KWH"",12,13/1/2026 13:28:39,"
"120,10000,""54,3"",240,233,0,0,0,0,""2,7"",733,0,523,6,0,0,615,0,0,0,60,60,0,0,0,25,0,0,-38,0,48,10000,10414,185,""54,7"",""4,1"",232,37,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,4KWH"",0KWH,""310,9KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,8KWH"",13,13/1/2026 13:33:39,"
"120,10000,""54,2"",241,233,0,0,0,0,""2,7"",780,0,565,6,0,0,644,0,0,0,60,60,0,0,0,25,0,0,16,0,48,10000,10414,""186,8"",""54,7"",""1,6"",95,37,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,4KWH"",0KWH,""310,9KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,8KWH"",14,13/1/2026 13:38:40,"
"120,10000,53,239,236,0,0,0,0,""11,7"",2247,0,1790,28,0,0,1836,0,0,0,60,60,0,0,0,28,0,0,641,12,48,10000,10414,""168,6"",""53,3"",""14,7"",813,45,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""304,4KWH"",""124,3KWH"",0KWH,""315,8KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,MPPT,Absorb charge,Connect,Connect,1.02.02,1.16.32,""702,1KWH"",15,13/1/2026 16:56:26,"
"120,10000,53,239,236,0,0,0,0,""11,7"",2247,0,1790,28,0,0,1836,0,0,0,60,60,0,0,0,28,0,0,641,12,48,10000,10414,""168,6"",""53,3"",""14,7"",813,45,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""304,4KWH"",""124,3KWH"",0KWH,""315,8KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,MPPT,Absorb charge,Connect,Connect,1.02.02,1.16.32,""702,1KWH"",16,13/1/2026 17:01:26,"
"120,10000,""53,9"",222,223,0,0,0,0,""9,2"",-1207,-2965,1523,20,0,0,1662,0,0,0,""59,9"",""59,9"",0,0,0,43,0,0,-1207,-22,48,10000,10414,0,0,0,0,0,0,0,0,PV3500,-1 -1,1,18.06,1.04.14,ByPass,Disconnect,Connect,Disconnect,Disconnect,Disconnect,Disconnect,581KWH,""306,1KWH"",""127,3KWH"",0KWH,318KWH,0KWH,0KWH,""104,9KWH"",,Initialization mode ,Stop,Stop,Disconnect,Disconnect,0,0,0KWH,17,13/1/2026 18:54:02,"
"120,10000,""53,9"",225,225,0,0,0,0,""7,9"",-1153,-2873,1495,17,0,0,1613,0,0,0,60,60,0,0,0,42,0,0,-1153,-21,48,10000,10414,0,0,0,0,0,0,0,0,PV3500,-1 -1,1,18.06,1.04.14,ByPass,Disconnect,Connect,Disconnect,Disconnect,Disconnect,Disconnect,581KWH,""306,1KWH"",""127,3KWH"",0KWH,318KWH,0KWH,0KWH,""104,9KWH"",,Initialization mode ,Stop,Stop,Disconnect,Disconnect,0,0,0KWH,18,13/1/2026 18:59:03,"
"120,10000,""54,1"",240,236,0,0,0,0,""5,3"",1233,0,942,12,0,0,998,0,0,0,60,60,0,0,0,26,0,0,302,5,48,10000,10414,""185,3"",""54,7"",""7,2"",398,43,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,3KWH"",""118,8KWH"",0KWH,""310,3KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,696KWH,3,14/1/2026 12:43:39,"
"120,10000,""54,1"",240,235,0,0,0,0,""4,4"",973,0,728,10,0,0,818,0,0,0,60,60,0,0,0,25,0,0,81,1,48,10000,10414,""184,1"",""54,7"",""6,9"",386,36,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,2KWH"",0KWH,""310,6KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,5KWH"",10,11/1/2026 13:18:39,"
"120,10000,""54,2"",238,234,0,0,0,0,""2,7"",775,0,563,6,0,0,662,0,0,0,60,60,0,0,0,25,0,0,102,1,48,10000,10414,""185,7"",""54,7"",""2,7"",154,36,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,3KWH"",0KWH,""310,8KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,6KWH"",11,12/1/2026 13:23:39,"
"120,10000,""54,2"",238,235,0,0,0,0,""3,2"",840,0,617,7,0,0,712,0,0,0,60,60,0,0,0,25,0,0,70,1,48,10000,10414,""184,6"",""54,7"",""4,6"",253,37,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,3KWH"",0KWH,""310,8KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,6KWH"",12,14/1/2026 13:28:39,"
"120,10000,""54,3"",240,233,0,0,0,0,""2,7"",733,0,523,6,0,0,615,0,0,0,60,60,0,0,0,25,0,0,-38,0,48,10000,10414,185,""54,7"",""4,1"",232,37,0,48,100,PV3500,-1 -1,1,18.06,1.04.14,OffGrid,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,Disconnect,""580,4KWH"",""303,4KWH"",""119,4KWH"",0KWH,""310,9KWH"",0KWH,0KWH,""104,2KWH"",,Work Mode,Current limiting, Float charge,Connect,Connect,1.02.02,1.16.32,""696,8KWH"",13,15/1/2026 13:33:39,"
